"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/08/2021";"1700";"16,5";"18,4";"16,5";"59,0";"60,0";"41,0";"8,3";"8,8";"4,3";"937,3";"937,5";"937,1";"3,3";"128,0";"7,0";"1118,00";"0,0"
"01/08/2021";"1800";"15,6";"17,2";"15,1";"68,0";"69,0";"57,0";"9,7";"9,9";"8,6";"937,0";"937,3";"936,9";"3,4";"146,0";"7,5";"1743,50";"0,0"
"01/08/2021";"1900";"14,7";"15,8";"14,6";"72,0";"74,0";"67,0";"9,7";"10,4";"9,3";"937,1";"937,1";"936,9";"3,4";"154,0";"7,8";"1005,40";"0,0"
"01/08/2021";"2000";"13,8";"15,1";"13,8";"75,0";"75,0";"69,0";"9,4";"9,9";"9,1";"937,1";"937,1";"936,8";"2,9";"138,0";"6,6";"764,50";"0,0"
"01/08/2021";"2100";"13,3";"13,8";"13,2";"78,0";"79,0";"75,0";"9,5";"9,9";"8,9";"937,5";"937,5";"937,1";"2,6";"135,0";"7,3";"59,10";"0,0"
"01/08/2021";"2200";"13,1";"13,4";"13,1";"80,0";"80,0";"77,0";"9,8";"9,8";"9,1";"937,6";"937,6";"937,4";"1,7";"152,0";"6,0";"";"0,0"
"01/08/2021";"2300";"12,7";"13,1";"12,7";"85,0";"85,0";"80,0";"10,3";"10,3";"9,7";"937,8";"937,9";"937,6";"1,7";"150,0";"4,4";"";"0,0"
"02/08/2021";"0000";"12,0";"12,8";"11,9";"99,0";"99,0";"85,0";"11,8";"11,9";"10,1";"937,8";"937,9";"937,8";"1,2";"114,0";"3,6";"";"0,0"
"02/08/2021";"0100";"11,3";"12,0";"11,2";"100,0";"100,0";"99,0";"11,3";"11,9";"11,2";"937,8";"937,9";"937,7";"0,8";"132,0";"2,6";"";"0,0"
"02/08/2021";"0200";"11,2";"11,4";"11,1";"100,0";"100,0";"100,0";"11,2";"11,4";"11,0";"937,5";"937,9";"937,4";"0,8";"120,0";"2,0";"";"0,0"
"02/08/2021";"0300";"10,8";"11,3";"10,7";"100,0";"100,0";"100,0";"10,8";"11,2";"10,7";"937,1";"937,5";"937,1";"0,7";"136,0";"2,2";"";"0,0"
"02/08/2021";"0400";"10,2";"10,8";"10,0";"100,0";"100,0";"100,0";"10,2";"10,8";"10,0";"936,6";"937,1";"936,6";"1,4";"181,0";"2,4";"";"0,0"
"02/08/2021";"0500";"10,5";"10,6";"10,2";"100,0";"100,0";"100,0";"10,5";"10,6";"10,2";"936,3";"936,6";"936,3";"1,7";"174,0";"2,9";"";"0,0"
"02/08/2021";"0600";"10,5";"10,5";"10,4";"100,0";"100,0";"100,0";"10,5";"10,5";"10,4";"935,8";"936,3";"935,8";"1,0";"191,0";"3,1";"";"0,0"
"02/08/2021";"0700";"10,8";"10,8";"10,4";"100,0";"100,0";"100,0";"10,8";"10,8";"10,4";"935,2";"935,8";"935,2";"0,7";"124,0";"2,3";"";"0,0"
"02/08/2021";"0800";"10,7";"10,8";"10,6";"100,0";"100,0";"100,0";"10,7";"10,8";"10,6";"935,2";"935,2";"935,0";"1,0";"116,0";"2,4";"";"0,0"
"02/08/2021";"0900";"10,2";"10,8";"10,2";"100,0";"100,0";"100,0";"10,2";"10,7";"10,2";"935,5";"935,5";"935,1";"1,1";"110,0";"3,0";"";"0,0"
"02/08/2021";"1000";"10,3";"10,4";"10,2";"100,0";"100,0";"100,0";"10,3";"10,4";"10,2";"936,0";"936,0";"935,5";"0,6";"109,0";"1,8";"4,80";"0,0"
"02/08/2021";"1100";"10,5";"10,6";"10,2";"100,0";"100,0";"100,0";"10,5";"10,6";"10,2";"936,5";"936,5";"935,9";"0,6";"95,0";"1,5";"111,20";"0,0"
"02/08/2021";"1200";"11,6";"11,6";"10,5";"92,0";"100,0";"89,0";"10,4";"11,0";"9,5";"936,9";"936,9";"936,5";"1,6";"88,0";"4,6";"419,20";"0,0"
"02/08/2021";"1300";"13,1";"13,1";"11,4";"75,0";"92,0";"75,0";"8,8";"9,9";"8,7";"937,1";"937,3";"936,9";"1,4";"63,0";"4,3";"818,50";"0,0"
"02/08/2021";"1400";"14,8";"15,4";"12,8";"64,0";"78,0";"63,0";"8,0";"9,4";"8,0";"936,9";"937,2";"936,9";"1,7";"337,0";"3,7";"2100,40";"0,0"
"02/08/2021";"1500";"16,8";"16,8";"14,5";"60,0";"67,0";"58,0";"9,0";"9,6";"7,7";"935,9";"936,9";"935,9";"0,6";"108,0";"3,7";"2463,30";"0,0"
"02/08/2021";"1600";"19,6";"19,6";"16,5";"48,0";"60,0";"48,0";"8,1";"9,4";"7,5";"934,9";"935,9";"934,9";"1,3";"326,0";"3,4";"2513,50";"0,0"
"02/08/2021";"1700";"20,2";"20,7";"18,4";"39,0";"51,0";"38,0";"5,9";"8,9";"5,3";"933,9";"934,9";"933,9";"1,3";"316,0";"3,9";"2369,50";"0,0"
"02/08/2021";"1800";"19,3";"20,6";"19,2";"41,0";"43,0";"33,0";"5,9";"6,6";"3,6";"933,3";"933,9";"933,3";"1,9";"111,0";"3,7";"1925,30";"0,0"
"02/08/2021";"1900";"17,2";"19,7";"17,2";"67,0";"67,0";"41,0";"11,0";"11,2";"5,9";"933,2";"933,3";"933,0";"3,3";"144,0";"6,9";"1255,00";"0,0"
"02/08/2021";"2000";"15,5";"17,3";"15,5";"78,0";"78,0";"67,0";"11,7";"11,8";"11,0";"933,5";"933,5";"933,2";"3,1";"129,0";"8,1";"586,90";"0,0"
"02/08/2021";"2100";"15,0";"15,5";"14,9";"79,0";"81,0";"78,0";"11,4";"11,8";"11,3";"933,9";"933,9";"933,5";"2,2";"165,0";"7,3";"75,40";"0,0"
"02/08/2021";"2200";"14,4";"15,0";"14,3";"79,0";"80,0";"78,0";"10,8";"11,4";"10,8";"934,5";"934,5";"933,9";"2,5";"161,0";"6,4";"";"0,0"
"02/08/2021";"2300";"14,0";"14,4";"13,9";"84,0";"84,0";"79,0";"11,2";"11,3";"10,8";"935,0";"935,1";"934,5";"2,1";"141,0";"6,4";"";"0,0"
"03/08/2021";"0000";"13,6";"14,0";"13,6";"86,0";"87,0";"83,0";"11,3";"11,5";"11,2";"935,3";"935,3";"935,0";"2,3";"161,0";"5,1";"";"0,0"
"03/08/2021";"0100";"13,4";"13,7";"13,3";"85,0";"88,0";"85,0";"10,9";"11,4";"10,9";"935,3";"935,5";"935,3";"1,6";"159,0";"5,1";"";"0,0"
"03/08/2021";"0200";"13,0";"13,4";"12,8";"87,0";"90,0";"84,0";"10,9";"11,3";"10,6";"935,2";"935,3";"935,2";"1,4";"180,0";"3,1";"";"0,0"
"03/08/2021";"0300";"12,3";"13,0";"12,3";"98,0";"98,0";"87,0";"12,0";"12,0";"10,8";"935,3";"935,3";"935,2";"0,8";"137,0";"3,3";"";"0,0"
"03/08/2021";"0400";"11,5";"12,3";"11,5";"100,0";"100,0";"98,0";"11,5";"12,2";"11,5";"935,1";"935,3";"935,0";"0,6";"125,0";"3,3";"";"0,0"
"03/08/2021";"0500";"11,4";"11,7";"11,4";"100,0";"100,0";"100,0";"11,3";"11,7";"11,3";"934,6";"935,1";"934,6";"0,9";"125,0";"2,3";"";"0,0"
"03/08/2021";"0600";"11,4";"11,4";"11,2";"100,0";"100,0";"100,0";"11,4";"11,4";"11,2";"934,0";"934,6";"934,0";"0,6";"150,0";"2,1";"";"0,0"
"03/08/2021";"0700";"11,4";"11,5";"11,4";"100,0";"100,0";"100,0";"11,4";"11,5";"11,3";"933,9";"934,1";"933,9";"0,9";"186,0";"2,1";"";"0,0"
"03/08/2021";"0800";"11,5";"11,5";"11,4";"100,0";"100,0";"100,0";"11,5";"11,5";"11,4";"934,0";"934,1";"933,9";"0,7";"127,0";"2,7";"";"0,0"
"03/08/2021";"0900";"11,7";"11,7";"11,4";"100,0";"100,0";"100,0";"11,7";"11,7";"11,4";"934,6";"934,6";"934,0";"0,8";"177,0";"2,0";"";"0,0"
"03/08/2021";"1000";"12,0";"12,0";"11,7";"100,0";"100,0";"100,0";"12,0";"12,0";"11,7";"935,2";"935,2";"934,6";"2,1";"161,0";"3,5";"2,10";"0,2"
"03/08/2021";"1100";"12,3";"12,5";"12,0";"100,0";"100,0";"100,0";"12,3";"12,5";"12,0";"935,7";"935,7";"935,2";"1,7";"177,0";"3,7";"202,30";"0,4"
"03/08/2021";"1200";"12,6";"13,0";"12,1";"90,0";"100,0";"90,0";"11,0";"12,6";"11,0";"936,4";"936,4";"935,7";"2,6";"155,0";"6,6";"373,80";"0,2"
"03/08/2021";"1300";"12,7";"13,2";"12,5";"84,0";"90,0";"84,0";"10,1";"11,3";"10,1";"936,8";"936,8";"936,4";"3,9";"162,0";"7,3";"490,40";"0,2"
"03/08/2021";"1400";"13,5";"13,5";"12,2";"80,0";"90,0";"80,0";"10,1";"10,7";"9,7";"936,7";"937,0";"936,7";"1,8";"172,0";"8,4";"640,20";"0,0"
"03/08/2021";"1500";"14,1";"15,1";"13,2";"70,0";"81,0";"68,0";"8,7";"10,7";"8,2";"936,3";"936,7";"936,1";"3,4";"171,0";"6,6";"1494,70";"0,0"
"03/08/2021";"1600";"14,6";"15,7";"13,8";"65,0";"73,0";"62,0";"8,0";"9,2";"7,3";"935,6";"936,3";"935,6";"3,2";"176,0";"7,3";"1745,80";"0,0"
"03/08/2021";"1700";"15,0";"15,8";"13,8";"59,0";"70,0";"57,0";"6,9";"8,6";"6,5";"935,1";"935,6";"935,1";"3,8";"161,0";"9,1";"1570,50";"0,0"
"03/08/2021";"1800";"15,5";"16,8";"14,7";"57,0";"61,0";"53,0";"6,9";"7,7";"6,3";"934,7";"935,1";"934,7";"3,5";"158,0";"7,6";"1635,70";"0,0"
"03/08/2021";"1900";"14,8";"15,5";"14,3";"60,0";"62,0";"53,0";"7,1";"7,6";"5,8";"935,0";"935,0";"934,7";"3,1";"143,0";"8,5";"1569,70";"0,0"
"03/08/2021";"2000";"13,4";"15,1";"13,4";"67,0";"67,0";"56,0";"7,3";"7,4";"6,0";"935,7";"935,7";"935,0";"3,1";"154,0";"8,4";"629,40";"0,0"
"03/08/2021";"2100";"11,8";"13,4";"11,8";"77,0";"77,0";"66,0";"8,0";"8,0";"7,1";"936,2";"936,2";"935,7";"3,7";"161,0";"7,3";"68,90";"0,0"
"03/08/2021";"2200";"11,4";"11,8";"11,3";"84,0";"84,0";"77,0";"8,8";"8,8";"8,0";"936,5";"936,5";"936,1";"2,4";"155,0";"7,0";"";"0,0"
"03/08/2021";"2300";"11,2";"11,4";"11,2";"86,0";"87,0";"84,0";"9,0";"9,1";"8,7";"936,8";"936,8";"936,4";"4,1";"167,0";"7,1";"";"0,0"
"04/08/2021";"0000";"11,0";"11,3";"11,0";"86,0";"87,0";"85,0";"8,8";"9,1";"8,8";"936,9";"936,9";"936,7";"3,4";"162,0";"8,3";"";"0,0"
"04/08/2021";"0100";"10,8";"11,1";"10,6";"96,0";"97,0";"86,0";"10,2";"10,2";"8,7";"937,3";"937,3";"936,9";"2,4";"144,0";"5,9";"";"0,0"
"04/08/2021";"0200";"11,0";"11,0";"10,8";"90,0";"99,0";"90,0";"9,4";"10,7";"9,4";"937,2";"937,4";"937,2";"2,6";"155,0";"5,9";"";"0,0"
"04/08/2021";"0300";"10,8";"11,1";"10,7";"90,0";"91,0";"87,0";"9,2";"9,4";"8,8";"936,9";"937,2";"936,9";"1,6";"132,0";"5,9";"";"0,0"
"04/08/2021";"0400";"10,9";"11,2";"10,7";"97,0";"98,0";"87,0";"10,4";"10,7";"9,0";"936,6";"936,9";"936,5";"2,5";"151,0";"7,3";"";"0,0"
"04/08/2021";"0500";"11,1";"11,3";"10,6";"89,0";"99,0";"87,0";"9,3";"10,9";"9,1";"936,4";"936,6";"936,3";"3,1";"145,0";"6,4";"";"0,0"
"04/08/2021";"0600";"11,3";"11,3";"11,0";"98,0";"99,0";"89,0";"11,0";"11,2";"9,5";"936,2";"936,4";"936,1";"3,0";"149,0";"6,2";"";"0,0"
"04/08/2021";"0700";"11,3";"11,4";"11,2";"83,0";"99,0";"83,0";"8,5";"11,0";"8,5";"936,2";"936,4";"936,1";"3,0";"144,0";"6,0";"";"0,0"
"04/08/2021";"0800";"11,3";"11,3";"11,1";"83,0";"84,0";"79,0";"8,4";"8,6";"7,8";"936,4";"936,4";"936,2";"2,5";"135,0";"6,5";"";"0,0"
"04/08/2021";"0900";"11,2";"11,3";"11,2";"83,0";"84,0";"81,0";"8,4";"8,7";"8,1";"936,8";"936,8";"936,4";"2,0";"135,0";"5,0";"";"0,0"
"04/08/2021";"1000";"10,9";"11,3";"10,9";"85,0";"85,0";"82,0";"8,5";"8,7";"8,3";"937,4";"937,4";"936,8";"3,4";"162,0";"6,4";"4,80";"0,0"
"04/08/2021";"1100";"11,8";"11,8";"10,9";"79,0";"86,0";"78,0";"8,3";"8,6";"8,0";"938,0";"938,0";"937,4";"3,0";"162,0";"6,4";"342,90";"0,0"
"04/08/2021";"1200";"13,3";"13,4";"11,8";"72,0";"79,0";"70,0";"8,4";"8,8";"7,7";"938,5";"938,5";"938,0";"3,0";"119,0";"7,0";"1171,30";"0,0"
"04/08/2021";"1300";"13,8";"13,9";"12,7";"66,0";"75,0";"66,0";"7,6";"9,0";"7,6";"938,9";"938,9";"938,5";"3,5";"153,0";"7,0";"1688,50";"0,0"
"04/08/2021";"1400";"14,5";"15,0";"13,7";"61,0";"68,0";"59,0";"7,1";"8,5";"6,8";"938,9";"939,0";"938,8";"3,4";"140,0";"8,5";"2435,30";"0,0"
"04/08/2021";"1500";"15,0";"15,8";"14,5";"57,0";"62,0";"55,0";"6,7";"7,6";"6,3";"938,3";"938,9";"938,3";"3,5";"133,0";"7,4";"2616,00";"0,0"
"04/08/2021";"1600";"15,6";"16,1";"14,9";"52,0";"59,0";"52,0";"5,8";"7,7";"5,8";"937,6";"938,3";"937,5";"3,5";"145,0";"7,1";"2749,50";"0,0"
"04/08/2021";"1700";"16,1";"16,6";"15,5";"51,0";"55,0";"48,0";"5,9";"6,9";"5,3";"937,2";"937,6";"937,2";"3,5";"147,0";"7,2";"2576,30";"0,0"
"04/08/2021";"1800";"15,9";"16,6";"15,6";"52,0";"54,0";"47,0";"6,1";"6,6";"4,8";"936,6";"937,2";"936,6";"4,0";"150,0";"8,8";"2147,30";"0,0"
"04/08/2021";"1900";"15,3";"16,4";"15,3";"54,0";"55,0";"49,0";"6,0";"6,7";"4,7";"936,6";"936,7";"936,5";"3,3";"142,0";"8,3";"1533,90";"0,0"
"04/08/2021";"2000";"14,1";"15,4";"14,1";"63,0";"63,0";"51,0";"7,1";"7,1";"5,1";"937,0";"937,0";"936,6";"3,3";"141,0";"7,2";"750,40";"0,0"
"04/08/2021";"2100";"12,7";"14,1";"12,7";"71,0";"71,0";"62,0";"7,6";"7,8";"6,7";"937,4";"937,4";"937,0";"2,4";"127,0";"7,1";"68,20";"0,0"
"04/08/2021";"2200";"12,0";"12,8";"11,9";"82,0";"82,0";"71,0";"9,0";"9,0";"7,6";"937,8";"937,8";"937,4";"2,7";"158,0";"6,4";"";"0,0"
"04/08/2021";"2300";"11,4";"12,0";"11,4";"97,0";"97,0";"82,0";"10,9";"10,9";"9,0";"938,2";"938,2";"937,8";"2,3";"144,0";"6,5";"";"0,0"
"05/08/2021";"0000";"11,5";"11,7";"11,3";"99,0";"99,0";"91,0";"11,2";"11,4";"10,3";"938,8";"938,9";"938,2";"2,2";"133,0";"5,1";"";"0,0"
"05/08/2021";"0100";"11,2";"11,5";"11,1";"98,0";"99,0";"91,0";"10,8";"11,2";"9,8";"939,0";"939,0";"938,8";"2,0";"144,0";"5,7";"";"0,0"
"05/08/2021";"0200";"11,4";"11,4";"11,1";"100,0";"100,0";"93,0";"11,4";"11,4";"10,2";"939,0";"939,1";"938,9";"1,0";"125,0";"4,2";"";"0,0"
"05/08/2021";"0300";"11,7";"11,7";"11,4";"100,0";"100,0";"99,0";"11,7";"11,7";"11,4";"938,9";"939,2";"938,9";"1,2";"133,0";"3,7";"";"0,0"
"05/08/2021";"0400";"12,2";"12,2";"11,7";"87,0";"100,0";"87,0";"10,1";"11,8";"10,1";"938,4";"938,9";"938,4";"1,8";"130,0";"3,5";"";"0,0"
"05/08/2021";"0500";"11,5";"12,2";"11,5";"87,0";"87,0";"84,0";"9,4";"10,2";"9,2";"938,0";"938,4";"938,0";"1,4";"128,0";"4,3";"";"0,0"
"05/08/2021";"0600";"11,1";"11,5";"11,0";"97,0";"97,0";"86,0";"10,6";"10,9";"9,2";"937,8";"938,1";"937,8";"1,3";"120,0";"3,9";"";"0,0"
"05/08/2021";"0700";"11,6";"11,6";"10,8";"96,0";"100,0";"96,0";"11,0";"11,3";"10,6";"937,6";"937,8";"937,4";"1,5";"139,0";"3,5";"";"0,0"
"05/08/2021";"0800";"11,5";"11,6";"11,4";"100,0";"100,0";"95,0";"11,5";"11,5";"10,8";"937,4";"937,6";"937,2";"1,3";"123,0";"4,3";"";"0,0"
"05/08/2021";"0900";"11,4";"11,5";"11,4";"99,0";"100,0";"99,0";"11,3";"11,5";"11,3";"937,8";"937,8";"937,4";"1,7";"119,0";"3,8";"";"0,0"
"05/08/2021";"1000";"10,7";"11,4";"10,6";"100,0";"100,0";"99,0";"10,7";"11,3";"10,6";"938,4";"938,4";"937,8";"1,0";"122,0";"3,8";"9,10";"0,0"
"05/08/2021";"1100";"11,5";"11,6";"10,6";"92,0";"100,0";"92,0";"10,2";"11,3";"10,2";"939,1";"939,1";"938,4";"2,2";"112,0";"4,1";"235,70";"0,0"
"05/08/2021";"1200";"13,0";"13,0";"11,5";"82,0";"96,0";"82,0";"10,0";"11,3";"9,6";"939,6";"939,6";"939,1";"1,8";"128,0";"4,1";"585,00";"0,0"
"05/08/2021";"1300";"14,8";"15,0";"13,0";"67,0";"82,0";"65,0";"8,7";"10,0";"8,3";"940,0";"940,0";"939,5";"2,3";"114,0";"4,7";"1176,00";"0,0"
"05/08/2021";"1400";"16,1";"16,4";"14,8";"60,0";"68,0";"59,0";"8,3";"9,3";"8,1";"939,5";"940,0";"939,5";"1,8";"111,0";"4,0";"1617,70";"0,0"
"05/08/2021";"1500";"17,9";"18,0";"16,0";"54,0";"61,0";"53,0";"8,4";"9,2";"7,6";"938,7";"939,5";"938,7";"2,5";"134,0";"5,8";"2091,00";"0,0"
"05/08/2021";"1600";"16,8";"18,9";"16,8";"63,0";"64,0";"51,0";"9,7";"10,2";"7,9";"937,7";"938,7";"937,7";"4,1";"159,0";"7,4";"2611,00";"0,0"
"05/08/2021";"1700";"16,9";"17,8";"16,7";"65,0";"66,0";"60,0";"10,2";"10,8";"9,5";"937,1";"937,7";"937,0";"3,9";"142,0";"9,1";"2071,10";"0,0"
"05/08/2021";"1800";"15,5";"18,2";"15,5";"73,0";"73,0";"62,0";"10,7";"11,4";"10,0";"937,0";"937,1";"936,9";"3,6";"133,0";"8,4";"1656,00";"0,0"
"05/08/2021";"1900";"15,2";"16,2";"15,2";"75,0";"75,0";"71,0";"10,8";"11,4";"10,6";"937,2";"937,2";"937,0";"4,4";"153,0";"8,5";"1319,30";"0,0"
"05/08/2021";"2000";"14,7";"15,4";"14,7";"82,0";"82,0";"74,0";"11,7";"11,7";"10,7";"937,2";"937,3";"937,0";"3,0";"136,0";"8,0";"445,80";"0,0"
"05/08/2021";"2100";"14,2";"14,7";"14,1";"85,0";"85,0";"81,0";"11,7";"12,0";"11,4";"938,0";"938,0";"937,2";"3,4";"128,0";"7,6";"27,10";"0,0"
"05/08/2021";"2200";"14,1";"14,3";"14,0";"96,0";"98,0";"85,0";"13,5";"13,6";"11,7";"938,3";"938,3";"937,8";"3,3";"132,0";"7,6";"";"0,0"
"05/08/2021";"2300";"14,0";"14,2";"13,9";"100,0";"100,0";"96,0";"14,0";"14,1";"13,5";"938,8";"938,8";"938,3";"3,1";"118,0";"7,5";"";"0,0"
"06/08/2021";"0000";"14,2";"14,3";"14,0";"96,0";"100,0";"96,0";"13,6";"14,1";"13,6";"938,7";"938,9";"938,6";"2,6";"117,0";"7,5";"";"0,0"
"06/08/2021";"0100";"14,3";"14,3";"14,2";"96,0";"98,0";"95,0";"13,7";"13,9";"13,4";"938,9";"938,9";"938,6";"1,9";"124,0";"5,4";"";"0,0"
"06/08/2021";"0200";"14,2";"14,3";"14,2";"90,0";"96,0";"90,0";"12,6";"13,7";"12,6";"939,3";"939,4";"938,9";"1,6";"114,0";"4,4";"";"0,0"
"06/08/2021";"0300";"13,5";"14,2";"13,4";"100,0";"100,0";"90,0";"13,5";"13,6";"12,4";"939,1";"939,4";"939,1";"1,6";"135,0";"3,4";"";"0,0"
"06/08/2021";"0400";"13,5";"13,5";"13,3";"100,0";"100,0";"100,0";"13,4";"13,5";"13,3";"938,8";"939,1";"938,8";"2,2";"128,0";"5,0";"";"0,0"
"06/08/2021";"0500";"13,4";"13,5";"13,4";"100,0";"100,0";"100,0";"13,4";"13,5";"13,4";"938,4";"938,8";"938,4";"1,4";"121,0";"5,0";"";"0,0"
"06/08/2021";"0600";"13,1";"13,5";"13,1";"100,0";"100,0";"100,0";"13,1";"13,4";"13,1";"938,0";"938,4";"938,0";"1,2";"137,0";"3,6";"";"0,0"
"06/08/2021";"0700";"13,0";"13,2";"12,8";"100,0";"100,0";"100,0";"13,0";"13,2";"12,8";"937,7";"938,0";"937,7";"1,8";"131,0";"3,1";"";"0,0"
"06/08/2021";"0800";"13,1";"13,2";"12,8";"100,0";"100,0";"100,0";"13,1";"13,1";"12,8";"937,6";"937,8";"937,5";"1,7";"124,0";"3,7";"";"0,0"
"06/08/2021";"0900";"13,1";"13,2";"13,1";"100,0";"100,0";"100,0";"13,1";"13,2";"13,1";"938,2";"938,2";"937,5";"1,3";"106,0";"3,6";"";"0,0"
"06/08/2021";"1000";"13,3";"13,3";"13,0";"97,0";"100,0";"96,0";"12,9";"13,1";"12,6";"938,6";"938,6";"938,1";"0,9";"115,0";"2,5";"4,20";"0,0"
"06/08/2021";"1100";"14,1";"14,1";"13,3";"81,0";"97,0";"81,0";"11,0";"12,8";"10,9";"939,1";"939,1";"938,6";"1,6";"60,0";"4,0";"146,50";"0,0"
"06/08/2021";"1200";"14,7";"14,7";"14,0";"76,0";"81,0";"76,0";"10,6";"10,9";"10,5";"939,4";"939,4";"939,1";"1,7";"102,0";"6,5";"251,70";"0,0"
"06/08/2021";"1300";"16,7";"16,7";"14,7";"69,0";"77,0";"69,0";"11,1";"11,3";"10,6";"939,8";"940,0";"939,4";"2,2";"107,0";"5,1";"907,80";"0,0"
"06/08/2021";"1400";"18,7";"19,2";"16,7";"58,0";"69,0";"57,0";"10,3";"11,5";"10,1";"939,3";"939,9";"939,3";"2,6";"86,0";"5,5";"2193,10";"0,0"
"06/08/2021";"1500";"19,8";"20,9";"18,7";"54,0";"59,0";"50,0";"10,1";"11,2";"9,7";"938,7";"939,3";"938,7";"2,7";"85,0";"5,9";"2582,70";"0,0"
"06/08/2021";"1600";"20,5";"21,1";"19,8";"51,0";"56,0";"50,0";"10,0";"11,3";"10,0";"937,6";"938,7";"937,6";"1,4";"130,0";"5,5";"2267,80";"0,0"
"06/08/2021";"1700";"19,8";"22,0";"19,8";"60,0";"61,0";"47,0";"11,9";"12,5";"9,8";"936,9";"937,6";"936,9";"4,1";"161,0";"7,6";"2318,40";"0,0"
"06/08/2021";"1800";"18,5";"20,3";"18,5";"67,0";"69,0";"59,0";"12,2";"13,0";"11,9";"936,6";"936,9";"936,5";"4,0";"154,0";"8,4";"1401,00";"0,0"
