"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/12/2021";"0000";"19,3";"19,4";"18,7";"100,0";"100,0";"100,0";"19,3";"19,3";"18,7";"921,1";"921,1";"921,0";"1,0";"343,0";"2,3";"";"0,0"
"01/12/2021";"0100";"18,8";"19,4";"18,8";"100,0";"100,0";"100,0";"18,8";"19,4";"18,8";"921,6";"921,6";"921,1";"0,3";"219,0";"2,1";"";"0,0"
"01/12/2021";"0200";"19,0";"19,1";"18,7";"100,0";"100,0";"100,0";"19,0";"19,1";"18,7";"921,9";"921,9";"921,6";"0,3";"95,0";"1,3";"";"0,0"
"01/12/2021";"0300";"18,9";"19,0";"18,7";"100,0";"100,0";"100,0";"18,9";"19,0";"18,6";"921,7";"921,9";"921,7";"0,6";"152,0";"1,8";"";"0,0"
"01/12/2021";"0400";"19,3";"19,3";"18,8";"100,0";"100,0";"100,0";"19,3";"19,3";"18,8";"921,7";"921,8";"921,7";"0,6";"170,0";"1,7";"";"0,0"
"01/12/2021";"0500";"18,9";"19,3";"18,9";"100,0";"100,0";"100,0";"18,9";"19,3";"18,9";"921,3";"921,7";"921,3";"0,6";"174,0";"1,8";"";"0,0"
"01/12/2021";"0600";"18,7";"19,0";"18,7";"100,0";"100,0";"100,0";"18,6";"19,0";"18,6";"921,2";"921,3";"921,2";"0,6";"175,0";"2,2";"1,00";"0,0"
"01/12/2021";"0700";"19,0";"19,2";"18,5";"100,0";"100,0";"99,0";"19,0";"19,2";"18,5";"921,5";"921,5";"921,0";"0,5";"149,0";"1,6";"";"0,0"
"01/12/2021";"0800";"19,2";"19,3";"19,0";"100,0";"100,0";"100,0";"19,2";"19,3";"19,0";"921,7";"921,7";"921,5";"0,7";"151,0";"1,6";"";"0,0"
"01/12/2021";"0900";"19,5";"19,5";"19,1";"100,0";"100,0";"100,0";"19,5";"19,5";"19,1";"922,5";"922,5";"921,8";"0,4";"103,0";"1,2";"23,10";"0,0"
"01/12/2021";"1000";"22,7";"22,7";"19,5";"83,0";"100,0";"80,0";"19,6";"20,4";"19,0";"922,8";"922,8";"922,5";"0,9";"216,0";"2,0";"792,60";"0,0"
"01/12/2021";"1100";"21,9";"23,3";"21,0";"87,0";"95,0";"78,0";"19,6";"20,3";"18,7";"923,3";"923,3";"922,8";"0,9";"167,0";"2,0";"701,60";"0,0"
"01/12/2021";"1200";"23,0";"23,6";"21,9";"80,0";"88,0";"77,0";"19,3";"20,5";"18,8";"923,7";"923,7";"923,3";"2,2";"161,0";"4,6";"1802,20";"0,0"
"01/12/2021";"1300";"23,7";"24,3";"22,5";"76,0";"85,0";"74,0";"19,1";"20,9";"18,9";"923,9";"923,9";"923,7";"2,6";"149,0";"5,7";"2477,90";"0,0"
"01/12/2021";"1400";"24,0";"24,8";"23,1";"74,0";"83,0";"72,0";"19,2";"20,4";"18,8";"923,5";"923,9";"923,5";"3,4";"117,0";"6,8";"3357,60";"0,0"
"01/12/2021";"1500";"24,2";"24,6";"23,6";"72,0";"78,0";"70,0";"18,9";"19,9";"18,4";"923,1";"923,5";"923,1";"3,4";"135,0";"6,7";"3908,50";"0,0"
"01/12/2021";"1600";"23,4";"24,9";"23,2";"78,0";"82,0";"70,0";"19,3";"20,6";"18,8";"922,8";"923,1";"922,8";"3,3";"115,0";"8,4";"3801,80";"0,0"
"01/12/2021";"1700";"21,4";"24,1";"21,4";"89,0";"89,0";"76,0";"19,6";"20,4";"19,0";"922,9";"923,0";"922,7";"4,2";"126,0";"9,0";"2904,50";"0,0"
"01/12/2021";"1800";"20,5";"21,5";"20,2";"94,0";"100,0";"88,0";"19,6";"20,5";"19,1";"923,0";"923,1";"922,5";"4,0";"158,0";"9,0";"625,00";"0,0"
"01/12/2021";"1900";"19,2";"20,8";"19,0";"100,0";"100,0";"92,0";"19,2";"20,4";"19,1";"923,1";"923,1";"922,9";"3,3";"135,0";"8,4";"303,00";"0,0"
"01/12/2021";"2000";"18,4";"19,2";"18,2";"100,0";"100,0";"100,0";"18,4";"19,1";"18,2";"923,1";"923,2";"923,1";"3,8";"149,0";"9,1";"184,90";"0,0"
"01/12/2021";"2100";"18,2";"18,7";"17,9";"100,0";"100,0";"100,0";"18,2";"18,7";"17,9";"923,4";"923,4";"923,1";"2,9";"125,0";"7,9";"75,30";"0,0"
"01/12/2021";"2200";"18,3";"18,5";"18,2";"100,0";"100,0";"100,0";"18,3";"18,5";"18,2";"923,8";"923,8";"923,4";"3,0";"124,0";"6,3";"12,90";"0,0"
"01/12/2021";"2300";"18,1";"18,4";"17,9";"100,0";"100,0";"100,0";"18,1";"18,4";"17,9";"924,6";"924,6";"923,8";"2,3";"125,0";"6,3";"";"0,0"
"02/12/2021";"0000";"18,2";"18,2";"17,9";"100,0";"100,0";"100,0";"18,1";"18,2";"17,9";"925,2";"925,2";"924,6";"2,6";"130,0";"5,7";"";"0,0"
"02/12/2021";"0100";"18,3";"18,3";"18,1";"100,0";"100,0";"100,0";"18,3";"18,3";"18,1";"925,6";"925,6";"925,2";"2,8";"121,0";"6,9";"";"0,0"
"02/12/2021";"0200";"18,5";"18,6";"18,2";"100,0";"100,0";"100,0";"18,5";"18,6";"18,2";"925,8";"925,8";"925,6";"2,7";"133,0";"7,9";"";"0,0"
"02/12/2021";"0300";"18,5";"18,6";"18,4";"100,0";"100,0";"99,0";"18,5";"18,6";"18,3";"925,4";"925,8";"925,3";"2,6";"130,0";"5,8";"";"0,0"
"02/12/2021";"0400";"18,5";"18,6";"18,2";"99,0";"100,0";"99,0";"18,4";"18,5";"18,1";"925,0";"925,4";"924,9";"1,9";"126,0";"5,5";"";"0,0"
"02/12/2021";"0500";"18,2";"18,6";"18,2";"99,0";"99,0";"97,0";"18,1";"18,4";"17,8";"924,6";"925,0";"924,6";"2,3";"120,0";"4,6";"";"0,0"
"02/12/2021";"0600";"17,6";"18,2";"17,5";"100,0";"100,0";"99,0";"17,6";"18,1";"17,5";"924,3";"924,6";"924,3";"1,6";"160,0";"4,3";"";"0,0"
"02/12/2021";"0700";"17,5";"17,8";"17,5";"100,0";"100,0";"100,0";"17,5";"17,8";"17,5";"924,3";"924,4";"924,3";"1,3";"116,0";"4,7";"";"0,0"
"02/12/2021";"0800";"17,4";"17,6";"17,3";"100,0";"100,0";"100,0";"17,4";"17,6";"17,3";"924,5";"924,5";"924,3";"1,8";"102,0";"3,2";"";"0,0"
"02/12/2021";"0900";"17,5";"17,5";"17,0";"100,0";"100,0";"100,0";"17,5";"17,5";"17,0";"925,0";"925,0";"924,5";"1,6";"121,0";"3,8";"87,30";"0,0"
"02/12/2021";"1000";"17,8";"17,9";"17,3";"100,0";"100,0";"98,0";"17,8";"17,9";"17,3";"925,9";"925,9";"925,0";"1,9";"115,0";"4,9";"397,70";"0,0"
"02/12/2021";"1100";"18,5";"18,6";"17,8";"100,0";"100,0";"100,0";"18,5";"18,5";"17,8";"926,5";"926,5";"925,9";"1,2";"112,0";"4,8";"300,60";"0,0"
"02/12/2021";"1200";"21,5";"21,7";"18,5";"81,0";"100,0";"80,0";"18,2";"19,5";"17,7";"926,2";"926,6";"926,2";"2,6";"114,0";"5,3";"2022,40";"0,0"
"02/12/2021";"1300";"21,8";"22,0";"20,7";"77,0";"86,0";"77,0";"17,7";"19,0";"17,3";"925,7";"926,6";"925,7";"2,6";"124,0";"5,9";"1940,10";"0,0"
"02/12/2021";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/12/2021";"1500";"24,4";"24,9";"23,3";"66,0";"73,0";"62,0";"17,7";"18,4";"16,3";"924,6";"925,1";"924,4";"3,1";"141,0";"5,7";"3723,80";"0,0"
"02/12/2021";"1600";"22,8";"25,2";"22,8";"77,0";"79,0";"63,0";"18,6";"19,5";"17,0";"924,7";"924,8";"924,5";"3,7";"137,0";"8,7";"3441,00";"0,0"
